Step: preprocess | Tue Nov 25 12:34:36 2025 | Splitting nodes chr1
GenomeDISCO | Tue Nov 25 13:11:15 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/EpiG1dTAG_pooled_allRes/EpiG1dTAG_pooled_allRes.chr6.gz
GenomeDISCO | Tue Nov 25 13:11:20 2025 | Subsampling depth = 17501710.0
GenomeDISCO | Tue Nov 25 13:11:25 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:11:26 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:11:26 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:11:26 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:12:11 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:13:07 2025 | done t=3 | score=0.682
GenomeDISCO | Tue Nov 25 13:13:08 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:13:08 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/nodes/nodes.chr7.gz
GenomeDISCO | Tue Nov 25 13:13:08 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:13:08 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr7.gz
GenomeDISCO | Tue Nov 25 13:13:13 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/EpiG1dTAG_pooled_allRes/EpiG1dTAG_pooled_allRes.chr7.gz
GenomeDISCO | Tue Nov 25 13:13:17 2025 | Subsampling depth = 14898133.0
GenomeDISCO | Tue Nov 25 13:13:22 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:13:22 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:13:22 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:13:22 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:13:53 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:14:36 2025 | done t=3 | score=0.667
GenomeDISCO | Tue Nov 25 13:14:38 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:14:38 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/nodes/nodes.chr8.gz
GenomeDISCO | Tue Nov 25 13:14:38 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:14:38 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr8.gz
GenomeDISCO | Tue Nov 25 13:14:42 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/EpiG1dTAG_pooled_allRes/EpiG1dTAG_pooled_allRes.chr8.gz
GenomeDISCO | Tue Nov 25 13:14:46 2025 | Subsampling depth = 14450700.0
GenomeDISCO | Tue Nov 25 13:14:50 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:14:50 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:14:50 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:14:51 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:15:21 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:15:55 2025 | done t=3 | score=0.669
GenomeDISCO | Tue Nov 25 13:15:57 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:15:57 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/nodes/nodes.chr9.gz
GenomeDISCO | Tue Nov 25 13:15:57 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:15:57 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr9.gz
GenomeDISCO | Tue Nov 25 13:16:01 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/EpiG1dTAG_pooled_allRes/EpiG1dTAG_pooled_allRes.chr9.gz
GenomeDISCO | Tue Nov 25 13:16:05 2025 | Subsampling depth = 14109377.0
GenomeDISCO | Tue Nov 25 13:16:09 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:16:09 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:16:09 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:16:10 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:16:36 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:17:07 2025 | done t=3 | score=0.685
GenomeDISCO | Tue Nov 25 13:17:08 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:17:08 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/nodes/nodes.chrX.gz
GenomeDISCO | Tue Nov 25 13:17:08 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:17:08 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chrX.gz
GenomeDISCO | Tue Nov 25 13:17:12 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_61/data/edges/EpiG1dTAG_pooled_allRes/EpiG1dTAG_pooled_allRes.chrX.gz
GenomeDISCO | Tue Nov 25 13:17:16 2025 | Subsampling depth = 7822895.0
GenomeDISCO | Tue Nov 25 13:17:20 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:17:21 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:17:21 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:17:21 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:17:42 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:18:23 2025 | done t=3 | score=0.629

Step: summary | Tue Nov 25 13:18:25 2025
