Step: preprocess | Tue Nov 25 12:34:36 2025 | Splitting nodes chr1
GenomeDISCO | Tue Nov 25 14:05:29 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:07:02 2025 | done t=3 | score=0.887
GenomeDISCO | Tue Nov 25 14:07:05 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:07:05 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr7.gz
GenomeDISCO | Tue Nov 25 14:07:05 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:07:05 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr7.gz
GenomeDISCO | Tue Nov 25 14:07:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr7.gz
GenomeDISCO | Tue Nov 25 14:07:23 2025 | Subsampling depth = 38530244.0
GenomeDISCO | Tue Nov 25 14:07:32 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:07:33 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:07:33 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:07:33 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:08:36 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:09:48 2025 | done t=3 | score=0.879
GenomeDISCO | Tue Nov 25 14:09:51 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:09:51 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr8.gz
GenomeDISCO | Tue Nov 25 14:09:51 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:09:51 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr8.gz
GenomeDISCO | Tue Nov 25 14:09:59 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr8.gz
GenomeDISCO | Tue Nov 25 14:10:07 2025 | Subsampling depth = 35580347.0
GenomeDISCO | Tue Nov 25 14:10:16 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:10:16 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:10:16 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:10:17 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:11:15 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:12:18 2025 | done t=3 | score=0.890
GenomeDISCO | Tue Nov 25 14:12:21 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:12:21 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr9.gz
GenomeDISCO | Tue Nov 25 14:12:21 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:12:21 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr9.gz
GenomeDISCO | Tue Nov 25 14:12:29 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr9.gz
GenomeDISCO | Tue Nov 25 14:12:37 2025 | Subsampling depth = 36304119.0
GenomeDISCO | Tue Nov 25 14:12:46 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:12:47 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:12:47 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:12:47 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:13:44 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:14:41 2025 | done t=3 | score=0.889
GenomeDISCO | Tue Nov 25 14:14:43 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:14:43 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chrX.gz
GenomeDISCO | Tue Nov 25 14:14:44 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:14:44 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chrX.gz
GenomeDISCO | Tue Nov 25 14:14:51 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chrX.gz
GenomeDISCO | Tue Nov 25 14:15:00 2025 | Subsampling depth = 14012596.0
GenomeDISCO | Tue Nov 25 14:15:08 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:15:09 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:15:09 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:15:09 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:15:54 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:17:07 2025 | done t=3 | score=0.854

Step: summary | Tue Nov 25 14:17:10 2025
